Timestamp,ID,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7
2025-01-01 00:00:00,0x287,8,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:01,0x287,8,0x00,0x00,0x0A,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:02,0x287,8,0x00,0x00,0x14,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:03,0x287,8,0x00,0x00,0x1F,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:04,0x287,8,0x00,0x00,0x29,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:05,0x287,8,0x00,0x00,0x33,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:06,0x287,8,0x00,0x00,0x3D,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:07,0x287,8,0x00,0x00,0x47,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:08,0x287,8,0x00,0x00,0x51,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:09,0x287,8,0x00,0x00,0x5A,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:10,0x287,8,0x00,0x00,0x63,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:11,0x287,8,0x00,0x00,0x6C,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:12,0x287,8,0x00,0x00,0x75,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:13,0x287,8,0x00,0x00,0x7D,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:14,0x287,8,0x00,0x00,0x85,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:15,0x287,8,0x00,0x00,0x8D,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:16,0x287,8,0x00,0x00,0x94,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:17,0x287,8,0x00,0x00,0x9B,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:18,0x287,8,0x00,0x00,0xA1,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:19,0x287,8,0x00,0x00,0xA7,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:20,0x287,8,0x00,0x00,0xAD,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:21,0x287,8,0x00,0x00,0xB2,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:22,0x287,8,0x00,0x00,0xB6,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:23,0x287,8,0x00,0x00,0xBA,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:24,0x287,8,0x00,0x00,0xBE,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:25,0x287,8,0x00,0x00,0xC1,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:26,0x287,8,0x00,0x00,0xC3,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:27,0x287,8,0x00,0x00,0xC5,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:28,0x287,8,0x00,0x00,0xC6,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:29,0x287,8,0x00,0x00,0xC7,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:30,0x287,8,0x00,0x00,0xC8,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:31,0x287,8,0x00,0x00,0xC7,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:32,0x287,8,0x00,0x00,0xC6,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:33,0x287,8,0x00,0x00,0xC5,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:34,0x287,8,0x00,0x00,0xC3,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:35,0x287,8,0x00,0x00,0xC1,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:36,0x287,8,0x00,0x00,0xBE,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:37,0x287,8,0x00,0x00,0xBA,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:38,0x287,8,0x00,0x00,0xB6,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:39,0x287,8,0x00,0x00,0xB2,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:40,0x287,8,0x00,0x00,0xAD,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:41,0x287,8,0x00,0x00,0xA7,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:42,0x287,8,0x00,0x00,0xA1,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:43,0x287,8,0x00,0x00,0x9B,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:44,0x287,8,0x00,0x00,0x94,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:45,0x287,8,0x00,0x00,0x8D,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:46,0x287,8,0x00,0x00,0x85,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:47,0x287,8,0x00,0x00,0x7D,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:48,0x287,8,0x00,0x00,0x75,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:49,0x287,8,0x00,0x00,0x6C,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:50,0x287,8,0x00,0x00,0x63,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:51,0x287,8,0x00,0x00,0x5A,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:52,0x287,8,0x00,0x00,0x51,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:53,0x287,8,0x00,0x00,0x47,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:54,0x287,8,0x00,0x00,0x3D,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:55,0x287,8,0x00,0x00,0x33,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:56,0x287,8,0x00,0x00,0x29,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:57,0x287,8,0x00,0x00,0x1F,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:58,0x287,8,0x00,0x00,0x14,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:00:59,0x287,8,0x00,0x00,0x0A,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:01:00,0x287,8,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00
2025-01-01 00:01:01,0x287,8,0x00,0x00,0xF6,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:02,0x287,8,0x00,0x00,0xEC,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:03,0x287,8,0x00,0x00,0xE1,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:04,0x287,8,0x00,0x00,0xD7,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:05,0x287,8,0x00,0x00,0xCD,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:06,0x287,8,0x00,0x00,0xC3,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:07,0x287,8,0x00,0x00,0xB9,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:08,0x287,8,0x00,0x00,0xAF,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:09,0x287,8,0x00,0x00,0xA6,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:10,0x287,8,0x00,0x00,0x9D,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:11,0x287,8,0x00,0x00,0x94,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:12,0x287,8,0x00,0x00,0x8B,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:13,0x287,8,0x00,0x00,0x83,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:14,0x287,8,0x00,0x00,0x7B,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:15,0x287,8,0x00,0x00,0x73,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:16,0x287,8,0x00,0x00,0x6C,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:17,0x287,8,0x00,0x00,0x65,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:18,0x287,8,0x00,0x00,0x5F,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:19,0x287,8,0x00,0x00,0x59,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:20,0x287,8,0x00,0x00,0x53,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:21,0x287,8,0x00,0x00,0x4E,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:22,0x287,8,0x00,0x00,0x4A,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:23,0x287,8,0x00,0x00,0x46,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:24,0x287,8,0x00,0x00,0x42,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:25,0x287,8,0x00,0x00,0x3F,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:26,0x287,8,0x00,0x00,0x3D,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:27,0x287,8,0x00,0x00,0x3B,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:28,0x287,8,0x00,0x00,0x3A,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:29,0x287,8,0x00,0x00,0x39,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:30,0x287,8,0x00,0x00,0x38,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:31,0x287,8,0x00,0x00,0x39,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:32,0x287,8,0x00,0x00,0x3A,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:33,0x287,8,0x00,0x00,0x3B,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:34,0x287,8,0x00,0x00,0x3D,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:35,0x287,8,0x00,0x00,0x3F,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:36,0x287,8,0x00,0x00,0x42,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:37,0x287,8,0x00,0x00,0x46,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:38,0x287,8,0x00,0x00,0x4A,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:39,0x287,8,0x00,0x00,0x4E,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:40,0x287,8,0x00,0x00,0x53,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:41,0x287,8,0x00,0x00,0x59,0xFF,0x00,0x00,0x00,0x00
2025-01-01 00:01:42,0x287,8,0x00,0x00,0x5F,0xFF,0x00,0x00,0x00,0x00
